Event based TLM
Project: KappaDirectional
Thu Dec 04 16:18:32 2008


V	Distance	Theta	Phi
-1.333333	0.000000	-1.#IND00	-1.#IND00
-0.002944	94.392796	0.730744	0.694738
-0.001460	100.623059	0.797399	0.694738
0.001573	107.247378	0.856056	0.694738
0.004182	76.367532	0.000000	0.785398
-0.004530	76.896034	0.117310	0.785398
0.004272	78.460181	0.231477	0.785398
0.004855	81.000000	0.339837	0.785398
-0.005004	84.427484	0.440511	0.785398
-0.006138	88.639720	0.532482	0.785398
-0.010099	93.530744	0.615480	0.785398
-0.003683	99.000000	0.689775	0.785398
-0.002385	104.957134	0.755969	0.785398
0.001870	111.323852	0.814827	0.785398
-0.002360	82.975900	0.000000	0.862170
0.001948	83.462566	0.108043	0.862170
0.002169	84.905830	0.213621	0.862170
0.002108	87.258237	0.314590	0.862170
-0.002133	90.448881	0.409352	0.862170
-0.002944	94.392796	0.496932	0.862170
-0.003683	99.000000	0.576931	0.862170
0.005476	104.182532	0.649399	0.862170
-0.002949	109.859001	0.714693	0.862170
-0.001736	115.956889	0.773349	0.862170
-0.001756	90.000000	0.000000	0.927295
0.001627	90.448881	0.099669	0.927295
0.001673	91.782351	0.197396	0.927295
-0.001412	93.962759	0.291457	0.927295
-0.001795	96.932967	0.380506	0.927295
-0.001460	100.623059	0.463648	0.927295
-0.002385	104.957134	0.540420	0.927295
-0.002949	109.859001	0.610726	0.927295
0.004193	115.256236	0.674741	0.927295
-0.002372	121.082616	0.732815	0.927295
-0.001256	97.349884	0.000000	0.982794
0.001670	97.765024	0.092188	0.982794
-0.001540	99.000000	0.182835	0.982794
-0.001738	101.024749	0.270550	0.982794
-0.001703	103.793063	0.354204	0.982794
0.001573	107.247378	0.432994	0.982794
0.001870	111.323852	0.506445	0.982794
-0.001736	115.956889	0.574369	0.982794
-0.002372	121.082616	0.636812	0.982794
-0.003260	126.641226	0.693981	0.982794
0.002580	63.000000	0.000000	0.000000
0.001481	63.639610	0.141897	0.000000
0.001657	65.520989	0.278300	0.000000
-0.001961	68.541958	0.404892	0.000000
-0.002117	72.560320	0.519146	0.000000
-0.002005	77.420927	0.620249	0.000000
-0.002360	82.975900	0.708626	0.000000
0.003644	89.095454	0.785398	0.000000
0.002301	95.671312	0.851966	0.000000
0.001728	102.615788	0.909753	0.000000
0.001481	63.639610	0.000000	0.141897
0.002488	64.272856	0.140490	0.141897
-0.002518	66.136223	0.275643	0.141897
0.001497	69.130312	0.401247	0.141897
-0.001563	73.116346	0.514806	0.141897
0.002459	77.942286	0.615480	0.141897
0.001948	83.462566	0.703639	0.141897
-0.003820	89.548869	0.780348	0.141897
-0.001686	96.093704	0.846957	0.141897
-0.001710	103.009708	0.904852	0.141897
0.001657	65.520989	0.000000	0.278300
-0.002518	66.136223	0.136506	0.278300
0.002620	67.948510	0.268107	0.278300
0.001277	70.866071	0.390878	0.278300
-0.001437	74.759615	0.502415	0.278300
-0.002061	79.485848	0.601814	0.278300
0.002169	84.905830	0.689302	0.278300
0.003848	90.895544	0.765785	0.278300
-0.001840	97.349884	0.832476	0.278300
0.001853	104.182532	0.890651	0.278300
-0.001961	68.541958	0.000000	0.404892
0.001497	69.130312	0.130560	0.404892
0.001277	70.866071	0.256814	0.404892
-0.002225	73.668175	0.375253	0.404892
-0.002129	77.420927	0.483624	0.404892
0.001969	81.993902	0.580954	0.404892
0.002108	87.258237	0.667281	0.404892
-0.003895	93.096724	0.743292	0.404892
-0.002073	99.408249	0.809998	0.404892
0.001679	106.108435	0.868514	0.404892
-0.002117	72.560320	0.000000	0.519146
-0.001563	73.116346	0.123404	0.519146
-0.001437	74.759615	0.243161	0.519146
-0.002129	77.420927	0.356229	0.519146
0.002343	81.000000	0.460554	0.519146
-0.002008	85.381497	0.555121	0.519146
-0.002133	90.448881	0.639784	0.519146
-0.004071	96.093704	0.714990	0.519146
-0.002194	102.220350	0.781522	0.519146
0.001627	108.747414	0.840303	0.519146
-0.002005	77.420927	0.000000	0.620249
0.002459	77.942286	0.115728	0.620249
-0.002061	79.485848	0.228437	0.620249
0.001969	81.993902	0.335554	0.620249
-0.002008	85.381497	0.435250	0.620249
0.002567	89.548869	0.526510	0.620249
-0.002944	94.392796	0.609037	0.620249
0.004526	99.814829	0.683059	0.620249
-0.002312	105.726061	0.749134	0.620249
-0.001708	112.049096	0.807986	0.620249
-0.002360	82.975900	0.000000	0.708626
0.001948	83.462566	0.108043	0.708626
0.002169	84.905830	0.213621	0.708626
0.002108	87.258237	0.314590	0.708626
-0.002133	90.448881	0.409352	0.708626
-0.002944	94.392796	0.496932	0.708626
-0.003683	99.000000	0.576931	0.708626
0.005476	104.182532	0.649399	0.708626
-0.002949	109.859001	0.714693	0.708626
-0.001736	115.956889	0.773349	0.708626
0.003644	89.095454	0.000000	0.785398
-0.003820	89.548869	0.100674	0.785398
0.003848	90.895544	0.199347	0.785398
-0.003895	93.096724	0.294249	0.785398
-0.004071	96.093704	0.384002	0.785398
0.004526	99.814829	0.467700	0.785398
0.005476	104.182532	0.544887	0.785398
-0.008670	109.119201	0.615480	0.785398
-0.003421	114.551299	0.679674	0.785398
0.002434	120.411793	0.737840	0.785398
0.002301	95.671312	0.000000	0.851966
-0.001686	96.093704	0.093796	0.851966
-0.001840	97.349884	0.185970	0.851966
-0.002073	99.408249	0.275063	0.851966
-0.002194	102.220350	0.359900	0.851966
-0.002312	105.726061	0.439656	0.851966
-0.002949	109.859001	0.513856	0.851966
-0.003421	114.551299	0.582331	0.851966
-0.004885	119.737212	0.645148	0.851966
-0.002760	125.355494	0.702545	0.851966
0.001728	102.615788	0.000000	0.909753
-0.001710	103.009708	0.087482	0.909753
0.001853	104.182532	0.173645	0.909753
0.001679	106.108435	0.257286	0.909753
0.001627	108.747414	0.337408	0.909753
-0.001708	112.049096	0.413274	0.909753
-0.001736	115.956889	0.484415	0.909753
0.002434	120.411793	0.550607	0.909753
-0.002760	125.355494	0.611830	0.909753
-0.003535	130.732551	0.668215	0.909753
0.002637	72.000000	0.000000	0.000000
-0.002052	72.560320	0.124355	0.000000
0.001864	74.215901	0.244979	0.000000
-0.001785	76.896034	0.358771	0.000000
0.002011	80.498447	0.463648	0.000000
0.002038	84.905830	0.558599	0.000000
-0.001756	90.000000	0.643501	0.000000
0.002301	95.671312	0.718830	0.000000
0.003616	101.823376	0.785398	0.000000
0.001640	108.374351	0.844154	0.000000
-0.002052	72.560320	0.000000	0.124355
0.002643	73.116346	0.123404	0.124355
-0.002109	74.759615	0.243161	0.124355
0.001440	77.420927	0.356229	0.124355
0.002386	81.000000	0.460554	0.124355
-0.002208	85.381497	0.555121	0.124355
0.001627	90.448881	0.639784	0.124355
-0.001686	96.093704	0.714990	0.124355
-0.003053	102.220350	0.781522	0.124355
0.001666	108.747414	0.840303	0.124355
0.001864	74.215901	0.000000	0.244979
-0.002109	74.759615	0.120679	0.244979
0.002034	76.367532	0.237941	0.244979
-0.000951	78.974679	0.348919	0.244979
0.001792	82.486363	0.451633	0.244979
0.001717	86.792857	0.545068	0.244979
0.001673	91.782351	0.629015	0.244979
-0.001840	97.349884	0.703840	0.244979
-0.003272	103.402128	0.770244	0.244979
-0.001786	109.859001	0.829078	0.244979
-0.001785	76.896034	0.000000	0.358771
0.001440	77.420927	0.116511	0.358771
-0.000951	78.974679	0.229942	0.358771
-0.001915	81.498466	0.337675	0.358771
-0.001535	84.905830	0.437856	0.358771
0.002103	89.095454	0.529470	0.358771
-0.001412	93.962759	0.612232	0.358771
-0.002073	99.408249	0.686392	0.358771
0.003241	105.342299	0.752528	0.358771
0.001957	111.687063	0.811384	0.358771
0.002011	80.498447	0.000000	0.463648
0.002386	81.000000	0.111341	0.463648
0.001792	82.486363	0.219988	0.463648
-0.001535	84.905830	0.323619	0.463648
-0.001961	88.181631	0.420534	0.463648
0.001993	92.222557	0.509740	0.463648
-0.001795	96.932967	0.590873	0.463648
-0.002194	102.220350	0.664056	0.463648
0.003478	108.000000	0.729728	0.463648
-0.001647	114.197198	0.788504	0.463648
0.002038	84.905830	0.000000	0.558599
-0.002208	85.381497	0.105605	0.558599
0.001717	86.792857	0.208907	0.558599
0.002103	89.095454	0.307887	0.558599
0.001993	92.222557	0.401023	0.558599
-0.002371	96.093704	0.487358	0.558599
-0.001460	100.623059	0.566469	0.558599
-0.002312	105.726061	0.638360	0.558599
0.003536	111.323852	0.703331	0.558599
-0.001641	117.345643	0.761860	0.558599
-0.001756	90.000000	0.000000	0.643501
0.001627	90.448881	0.099669	0.643501
0.001673	91.782351	0.197396	0.643501
-0.001412	93.962759	0.291457	0.643501
-0.001795	96.932967	0.380506	0.643501
-0.001460	100.623059	0.463648	0.643501
-0.002385	104.957134	0.540420	0.643501
-0.002949	109.859001	0.610726	0.643501
0.004193	115.256236	0.674741	0.643501
-0.002372	121.082616	0.732815	0.643501
0.002301	95.671312	0.000000	0.718830
-0.001686	96.093704	0.093796	0.718830
-0.001840	97.349884	0.185970	0.718830
-0.002073	99.408249	0.275063	0.718830
-0.002194	102.220350	0.359900	0.718830
-0.002312	105.726061	0.439656	0.718830
-0.002949	109.859001	0.513856	0.718830
-0.003421	114.551299	0.582331	0.718830
-0.004885	119.737212	0.645148	0.718830
-0.002760	125.355494	0.702545	0.718830
0.003616	101.823376	0.000000	0.785398
-0.003053	102.220350	0.088159	0.785398
-0.003272	103.402128	0.174969	0.785398
0.003241	105.342299	0.259200	0.785398
0.003478	108.000000	0.339837	0.785398
0.003536	111.323852	0.416133	0.785398
0.004193	115.256236	0.487616	0.785398
-0.004885	119.737212	0.554069	0.785398
-0.007595	124.707658	0.615480	0.785398
-0.003382	130.111491	0.671988	0.785398
0.001640	108.374351	0.000000	0.844154
0.001666	108.747414	0.082855	0.844154
-0.001786	109.859001	0.164588	0.844154
0.001957	111.687063	0.244166	0.844154
-0.001647	114.197198	0.320714	0.844154
-0.001641	117.345643	0.393564	0.844154
-0.002372	121.082616	0.462265	0.844154
-0.002760	125.355494	0.526570	0.844154
-0.003382	130.111491	0.586407	0.844154
-0.004431	135.299667	0.641841	0.844154
0.002607	81.000000	0.000000	0.000000
-0.001222	81.498466	0.110657	0.000000
-0.001033	82.975900	0.218669	0.000000
-0.001590	85.381497	0.321751	0.000000
0.001077	88.639720	0.418224	0.000000
0.001493	92.660671	0.507099	0.000000
-0.001256	97.349884	0.588003	0.000000
0.001728	102.615788	0.661043	0.000000
0.001640	108.374351	0.726642	0.000000
0.003124	114.551299	0.785398	0.000000
-0.001222	81.498466	0.000000	0.110657
-0.001542	81.993902	0.109986	0.110657
0.001553	83.462566	0.217373	0.110657
-0.001251	85.854528	0.319915	0.110657
0.001078	89.095454	0.415952	0.110657
0.001115	93.096724	0.504498	0.110657
0.001670	97.765024	0.585174	0.110657
-0.001710	103.009708	0.658072	0.110657
0.001666	108.747414	0.723597	0.110657
-0.002320	114.904308	0.782331	0.110657
-0.001033	82.975900	0.000000	0.218669
0.001553	83.462566	0.108043	0.218669
0.001743	84.905830	0.213621	0.218669
-0.001372	87.258237	0.314590	0.218669
0.001611	90.448881	0.409352	0.218669
0.001701	94.392796	0.496932	0.218669
-0.001540	99.000000	0.576931	0.218669
0.001853	104.182532	0.649399	0.218669
-0.001786	109.859001	0.714693	0.218669
-0.003371	115.956889	0.773349	0.218669
-0.001590	85.381497	0.000000	0.321751
-0.001251	85.854528	0.105021	0.321751
-0.001372	87.258237	0.207776	0.321751
-0.001802	89.548869	0.306277	0.321751
-0.000872	92.660671	0.399019	0.321751
-0.001257	96.514248	0.485050	0.321751
-0.001738	101.024749	0.563943	0.321751
0.001679	106.108435	0.635689	0.321751
0.001957	111.687063	0.700576	0.321751
-0.003083	117.690271	0.759070	0.321751
0.001077	88.639720	0.000000	0.418224
0.001078	89.095454	0.101188	0.418224
0.001611	90.448881	0.200345	0.418224
-0.000872	92.660671	0.295675	0.418224
0.001745	95.671312	0.385787	0.418224
0.001733	99.408249	0.469767	0.418224
-0.001703	103.793063	0.547162	0.418224
0.001627	108.747414	0.617899	0.418224
-0.001647	114.197198	0.682182	0.418224
0.003307	120.074977	0.740394	0.418224
0.001493	92.660671	0.000000	0.507099
0.001115	93.096724	0.096825	0.507099
0.001701	94.392796	0.191868	0.507099
-0.001257	96.514248	0.283535	0.507099
0.001733	99.408249	0.370566	0.507099
-0.002034	103.009708	0.452096	0.507099
0.001573	107.247378	0.527655	0.507099
-0.001708	112.049096	0.597108	0.507099
-0.001641	117.345643	0.660576	0.507099
-0.003418	123.073149	0.718353	0.507099
-0.001256	97.349884	0.000000	0.588003
0.001670	97.765024	0.092188	0.588003
-0.001540	99.000000	0.182835	0.588003
-0.001738	101.024749	0.270550	0.588003
-0.001703	103.793063	0.354204	0.588003
0.001573	107.247378	0.432994	0.588003
0.001870	111.323852	0.506445	0.588003
-0.001736	115.956889	0.574369	0.588003
-0.002372	121.082616	0.636812	0.588003
-0.003260	126.641226	0.693981	0.588003
0.001728	102.615788	0.000000	0.661043
-0.001710	103.009708	0.087482	0.661043
0.001853	104.182532	0.173645	0.661043
0.001679	106.108435	0.257286	0.661043
0.001627	108.747414	0.337408	0.661043
-0.001708	112.049096	0.413274	0.661043
-0.001736	115.956889	0.484415	0.661043
0.002434	120.411793	0.550607	0.661043
-0.002760	125.355494	0.611830	0.661043
-0.003535	130.732551	0.668215	0.661043
0.001640	108.374351	0.000000	0.726642
0.001666	108.747414	0.082855	0.726642
-0.001786	109.859001	0.164588	0.726642
0.001957	111.687063	0.244166	0.726642
-0.001647	114.197198	0.320714	0.726642
-0.001641	117.345643	0.393564	0.726642
-0.002372	121.082616	0.462265	0.726642
-0.002760	125.355494	0.526570	0.726642
-0.003382	130.111491	0.586407	0.726642
-0.004431	135.299667	0.641841	0.726642
0.003124	114.551299	0.000000	0.785398
-0.002320	114.904308	0.078406	0.785398
-0.003371	115.956889	0.155860	0.785398
-0.003083	117.690271	0.231477	0.785398
0.003307	120.074977	0.304496	0.785398
-0.003418	123.073149	0.374316	0.785398
-0.003260	126.641226	0.440511	0.785398
-0.003535	130.732551	0.502822	0.785398
-0.004431	135.299667	0.561140	0.785398
-0.006757	140.296115	0.615480	0.785398
